branch,file,function_addr,evidence_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,conditional_branch_count,loop_like_score,bit_operation_count,immediate_hits,xdata_hits,related_calls,notes
90CYE_DKS,90CYE03_19_DKS.PZU,0x7889,event_queue_candidate,2.000,hypothesis,dispatcher_or_router,11,10,1,4,2,2,0,5,14,0,,0x30A1;0x31A7;0x31A8,0x5A7F;0x78A7;0x78BE;0x78F1,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE03_19_DKS.PZU,0x74C0,isolator_status_candidate,1.650,hypothesis,unknown,1,0,1,0,3,2,1,0,0,1,,0x30A4;0x3600;0x361F;0x36D4;0x36D5,,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
90CYE_DKS,90CYE03_19_DKS.PZU,0x60E4,isolator_status_candidate,1.450,hypothesis,unknown,1,0,1,4,2,1,0,0,2,1,,0x30A7;0x315B;0x36D3,0x5D22;0x613C;0x6CDD;0x6CEC,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,polling_loop_candidate,7.200,medium,dispatcher_or_router,91,90,0,76,23,24,0,42,100,8,0x01,0x0035;0x3010;0x3048;0x304A;0x30E0;0x30E1;0x30E6;0x319D;0x31BF;0x36D3;0x36D4;0x36D5,0x5545;0x58B1;0x5935;0x594B;0x59A0;0x5A7F;0x5AA3;0x5D13;0x5D22;0x60E4;0x673C;0x6ACB,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,polling_loop_candidate,7.200,medium,dispatcher_or_router,33,32,1,20,11,6,1,15,34,10,0x01,0x3010;0x3011;0x3012;0x3013;0x3014;0x301A;0x301B;0x31BF;0x36D3;0x36EC;0x36EE;0x36EF,0x597F;0x5A7F;0x5AA3;0x73BA;0x74C0;0x848E;0x84A6,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,polling_loop_candidate,7.200,medium,dispatcher_or_router,19,18,2,24,13,1,0,9,14,2,0x01,0x315B;0x3181;0x31A9;0x31B1;0x3640;0x36D3;0x36D9;0x36F8,0x59A0;0x5A7F;0x6025;0x6CB5;0x6D0A;0x6E32;0x6EF2;0x7017;0x7184;0x728A;0x737C;0x764E,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7184,polling_loop_candidate,6.880,medium,dispatcher_or_router,18,17,1,16,3,1,0,10,17,2,0x01,0x30A1;0x30A2;0x30A4;0x30E7,0x5935;0x597F;0x5A7F;0x5A9C;0x6833;0x6CCD;0x7227;0x7268;0x78F1;0x7922;0x7D45,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,packet_export_candidate,6.800,medium,dispatcher_or_router,91,90,0,76,23,24,0,42,100,8,0x01,0x0035;0x3010;0x3048;0x304A;0x30E0;0x30E1;0x30E6;0x319D;0x31BF;0x36D3;0x36D4;0x36D5,0x5545;0x58B1;0x5935;0x594B;0x59A0;0x5A7F;0x5AA3;0x5D13;0x5D22;0x60E4;0x673C;0x6ACB,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x77BF,polling_loop_candidate,6.720,medium,dispatcher_or_router,24,23,1,14,1,0,0,10,26,2,,0x0008,0x5A7F;0x5A9C;0x6833;0x6CCD;0x77F3;0x7806;0x848E,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7BC2,polling_loop_candidate,6.720,medium,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3125;0x3126;0x315B;0x315C;0x3180;0x3707;0x3708,0x7C29;0x7C98;0x7C9E;0x7CAC;0x7CBC;0x7CD4;0x7CEC;0x7D00,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,polling_loop_candidate,6.640,medium,dispatcher_or_router,40,39,1,13,13,2,0,23,42,3,,0x30A0;0x30E2;0x30EE;0x3612;0x3613;0x361A;0x361B;0x361C;0x36F4,0x5EE3;0x5F35;0x5F4B;0x5F6B;0x5FA6;0x5FE0;0x5FE8;0x848E,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x673C,polling_loop_candidate,6.180,medium,dispatcher_or_router,12,11,1,11,8,2,0,5,13,2,,0x30A3;0x30A6;0x30EE;0x3121;0x315B;0x3612;0x36ED;0x36FB,0x5A7F;0x5AA3;0x5D2E;0x5DB8;0x6CCD;0x78D8;0x795A;0x848E,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x6EF2,polling_loop_candidate,6.040,medium,dispatcher_or_router,21,20,1,13,18,4,0,11,12,2,,0x0001;0x316D;0x319F;0x31A0;0x31A1;0x31A2;0x31A3;0x31A4;0x31A5;0x31A7;0x36F6,0x597F;0x5A7F;0x6FB3;0x6FFC;0x7117;0x7D38;0x7D45;0x849E,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,polling_loop_candidate,6.040,medium,dispatcher_or_router,23,22,1,13,17,4,0,12,12,2,,0x0001;0x30E9;0x30F1;0x30F2;0x30F3;0x30F4;0x30F5;0x30F6;0x30F7;0x36F7,0x597F;0x5A7F;0x6FFC;0x70D8;0x7117;0x7D38;0x7D45;0x84A6,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x4100,polling_loop_candidate,6.000,medium,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7A9A,polling_loop_candidate,6.000,medium,dispatcher_or_router,14,13,1,5,8,0,0,6,14,4,,0x3125;0x315A;0x315D;0x315E;0x3161,0x7AE5;0x82A8;0x82C0,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7889,polling_loop_candidate,5.920,medium,dispatcher_or_router,11,10,1,4,2,2,0,5,14,0,,0x30A1;0x31A7;0x31A8,0x5A7F;0x78A7;0x78BE;0x78F1,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,91,90,0,76,23,24,0,42,100,8,0x01,0x0035;0x3010;0x3048;0x304A;0x30E0;0x30E1;0x30E6;0x319D;0x31BF;0x36D3;0x36D4;0x36D5,0x5545;0x58B1;0x5935;0x594B;0x59A0;0x5A7F;0x5AA3;0x5D13;0x5D22;0x60E4;0x673C;0x6ACB,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,33,32,1,20,11,6,1,15,34,10,0x01,0x3010;0x3011;0x3012;0x3013;0x3014;0x301A;0x301B;0x31BF;0x36D3;0x36EC;0x36EE;0x36EF,0x597F;0x5A7F;0x5AA3;0x73BA;0x74C0;0x848E;0x84A6,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,19,18,2,24,13,1,0,9,14,2,0x01,0x315B;0x3181;0x31A9;0x31B1;0x3640;0x36D3;0x36D9;0x36F8,0x59A0;0x5A7F;0x6025;0x6CB5;0x6D0A;0x6E32;0x6EF2;0x7017;0x7184;0x728A;0x737C;0x764E,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x7D85,polling_loop_candidate,5.840,medium,state_update_worker,8,7,2,3,36,5,1,3,15,0,,0x0001;0x30EA;0x3125;0x3127;0x319E;0x3608;0x360B;0x360C;0x360D;0x36D3;0x7100;0x710C,0x7121;0x7D9B,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,led_control_candidate,5.700,medium,dispatcher_or_router,91,90,0,76,23,24,0,42,100,8,0x01,0x0035;0x3010;0x3048;0x304A;0x30E0;0x30E1;0x30E6;0x319D;0x31BF;0x36D3;0x36D4;0x36D5,0x5545;0x58B1;0x5935;0x594B;0x59A0;0x5A7F;0x5AA3;0x5D13;0x5D22;0x60E4;0x673C;0x6ACB,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,polling_loop_candidate,5.700,medium,dispatcher_or_router,12,11,1,26,5,4,0,6,9,3,,0x30A2;0x30E5;0x30E7;0x30E8;0x30E9,0x5A7F;0x6EB8;0x6EC2;0x6ECE;0x6EE6;0x7316;0x7360;0x7366;0x7922;0x7D7A;0x7D85,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,led_control_candidate,5.600,medium,dispatcher_or_router,33,32,1,20,11,6,1,15,34,10,0x01,0x3010;0x3011;0x3012;0x3013;0x3014;0x301A;0x301B;0x31BF;0x36D3;0x36EC;0x36EE;0x36EF,0x597F;0x5A7F;0x5AA3;0x73BA;0x74C0;0x848E;0x84A6,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,packet_export_candidate,5.600,medium,dispatcher_or_router,33,32,1,20,11,6,1,15,34,10,0x01,0x3010;0x3011;0x3012;0x3013;0x3014;0x301A;0x301B;0x31BF;0x36D3;0x36EC;0x36EE;0x36EF,0x597F;0x5A7F;0x5AA3;0x73BA;0x74C0;0x848E;0x84A6,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x7184,common_mash_dispatcher_candidate,5.540,low,dispatcher_or_router,18,17,1,16,3,1,0,10,17,2,0x01,0x30A1;0x30A2;0x30A4;0x30E7,0x5935;0x597F;0x5A7F;0x5A9C;0x6833;0x6CCD;0x7227;0x7268;0x78F1;0x7922;0x7D45,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x6025,polling_loop_candidate,5.360,medium,dispatcher_or_router,17,16,1,12,8,0,0,7,10,4,,0x30A9;0x30EE;0x710C,0x597F;0x5E50;0x5E57;0x5E78;0x5EA8;0x5EDC;0x5FE0;0x6050;0x6084;0x608B;0x712E;0x7136,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x77BF,common_mash_dispatcher_candidate,5.360,low,dispatcher_or_router,24,23,1,14,1,0,0,10,26,2,,0x0008,0x5A7F;0x5A9C;0x6833;0x6CCD;0x77F3;0x7806;0x848E,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x7BC2,common_mash_dispatcher_candidate,5.360,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3125;0x3126;0x315B;0x315C;0x3180;0x3707;0x3708,0x7C29;0x7C98;0x7C9E;0x7CAC;0x7CBC;0x7CD4;0x7CEC;0x7D00,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,common_mash_dispatcher_candidate,5.300,low,dispatcher_or_router,12,11,1,26,5,4,0,6,9,3,,0x30A2;0x30E5;0x30E7;0x30E8;0x30E9,0x5A7F;0x6EB8;0x6EC2;0x6ECE;0x6EE6;0x7316;0x7360;0x7366;0x7922;0x7D7A;0x7D85,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,40,39,1,13,13,2,0,23,42,3,,0x30A0;0x30E2;0x30EE;0x3612;0x3613;0x361A;0x361B;0x361C;0x36F4,0x5EE3;0x5F35;0x5F4B;0x5F6B;0x5FA6;0x5FE0;0x5FE8;0x848E,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x6EF2,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,21,20,1,13,18,4,0,11,12,2,,0x0001;0x316D;0x319F;0x31A0;0x31A1;0x31A2;0x31A3;0x31A4;0x31A5;0x31A7;0x36F6,0x597F;0x5A7F;0x6FB3;0x6FFC;0x7117;0x7D38;0x7D45;0x849E,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,common_mash_dispatcher_candidate,5.270,low,dispatcher_or_router,23,22,1,13,17,4,0,12,12,2,,0x0001;0x30E9;0x30F1;0x30F2;0x30F3;0x30F4;0x30F5;0x30F6;0x30F7;0x36F7,0x597F;0x5A7F;0x6FFC;0x70D8;0x7117;0x7D38;0x7D45;0x84A6,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x6E32,polling_loop_candidate,5.120,medium,dispatcher_or_router,15,14,1,9,7,5,1,7,10,2,,0x30E3;0x30E4;0x30EB;0x30ED;0x315D;0x317F;0x36F9,0x5A7F;0x5AB5;0x5ACD;0x65DD;0x6E70;0x6E90;0x7902;0x792E;0x797F,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x673C,common_mash_dispatcher_candidate,5.090,low,dispatcher_or_router,12,11,1,11,8,2,0,5,13,2,,0x30A3;0x30A6;0x30EE;0x3121;0x315B;0x3612;0x36ED;0x36FB,0x5A7F;0x5AA3;0x5D2E;0x5DB8;0x6CCD;0x78D8;0x795A;0x848E,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x770C,polling_loop_candidate,5.060,medium,dispatcher_or_router,10,9,1,12,4,0,0,4,9,0,0x01,0x0001;0x319A;0x36F5,0x5935;0x5963;0x597F;0x5A7F;0x7792;0x8496,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,packet_export_candidate,5.000,medium,dispatcher_or_router,19,18,2,24,13,1,0,9,14,2,0x01,0x315B;0x3181;0x31A9;0x31B1;0x3640;0x36D3;0x36D9;0x36F8,0x59A0;0x5A7F;0x6025;0x6CB5;0x6D0A;0x6E32;0x6EF2;0x7017;0x7184;0x728A;0x737C;0x764E,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x6025,common_mash_dispatcher_candidate,4.780,low,dispatcher_or_router,17,16,1,12,8,0,0,7,10,4,,0x30A9;0x30EE;0x710C,0x597F;0x5E50;0x5E57;0x5E78;0x5EA8;0x5EDC;0x5FE0;0x6050;0x6084;0x608B;0x712E;0x7136,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x770C,common_mash_dispatcher_candidate,4.580,low,dispatcher_or_router,10,9,1,12,4,0,0,4,9,0,0x01,0x0001;0x319A;0x36F5,0x5935;0x5963;0x597F;0x5A7F;0x7792;0x8496,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x4100,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x7A9A,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,14,13,1,5,8,0,0,6,14,4,,0x3125;0x315A;0x315D;0x315E;0x3161,0x7AE5;0x82A8;0x82C0,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x6E32,common_mash_dispatcher_candidate,4.510,low,dispatcher_or_router,15,14,1,9,7,5,1,7,10,2,,0x30E3;0x30E4;0x30EB;0x30ED;0x315D;0x317F;0x36F9,0x5A7F;0x5AB5;0x5ACD;0x65DD;0x6E70;0x6E90;0x7902;0x792E;0x797F,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,event_queue_candidate,4.500,medium,dispatcher_or_router,91,90,0,76,23,24,0,42,100,8,0x01,0x0035;0x3010;0x3048;0x304A;0x30E0;0x30E1;0x30E6;0x319D;0x31BF;0x36D3;0x36D4;0x36D5,0x5545;0x58B1;0x5935;0x594B;0x59A0;0x5A7F;0x5AA3;0x5D13;0x5D22;0x60E4;0x673C;0x6ACB,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,packet_export_candidate,4.440,medium,dispatcher_or_router,23,22,1,13,17,4,0,12,12,2,,0x0001;0x30E9;0x30F1;0x30F2;0x30F3;0x30F4;0x30F5;0x30F6;0x30F7;0x36F7,0x597F;0x5A7F;0x6FFC;0x70D8;0x7117;0x7D38;0x7D45;0x84A6,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x59A0,polling_loop_candidate,4.340,medium,state_reader_or_packet_builder,23,22,2,3,6,0,2,11,9,2,0x01,0x30A5;0x317F;0x3208;0x36D3;0x36F2,0x59FE;0x5A7F,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,event_queue_candidate,4.200,medium,dispatcher_or_router,33,32,1,20,11,6,1,15,34,10,0x01,0x3010;0x3011;0x3012;0x3013;0x3014;0x301A;0x301B;0x31BF;0x36D3;0x36EC;0x36EE;0x36EF,0x597F;0x5A7F;0x5AA3;0x73BA;0x74C0;0x848E;0x84A6,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x7681,polling_loop_candidate,4.120,medium,dispatcher_or_router,13,12,1,4,9,4,0,8,8,2,0x01,0x0001;0x31BA;0x31BB;0x31BC;0x31BD;0x36F2;0x36F3,0x5A7F;0x76C4,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x835A,polling_loop_candidate,4.120,medium,dispatcher_or_router,6,5,1,4,1,0,0,2,8,0,,0x0030,0x5A7F;0x8365,loop-heavy function with repeated calls (polling hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,event_queue_candidate,3.900,low,dispatcher_or_router,12,11,1,26,5,4,0,6,9,3,,0x30A2;0x30E5;0x30E7;0x30E8;0x30E9,0x5A7F;0x6EB8;0x6EC2;0x6ECE;0x6EE6;0x7316;0x7360;0x7366;0x7922;0x7D7A;0x7D85,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,packet_export_candidate,3.800,low,dispatcher_or_router,12,11,1,26,5,4,0,6,9,3,,0x30A2;0x30E5;0x30E7;0x30E8;0x30E9,0x5A7F;0x6EB8;0x6EC2;0x6ECE;0x6EE6;0x7316;0x7360;0x7366;0x7922;0x7D7A;0x7D85,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,event_queue_candidate,3.450,low,dispatcher_or_router,19,18,2,24,13,1,0,9,14,2,0x01,0x315B;0x3181;0x31A9;0x31B1;0x3640;0x36D3;0x36D9;0x36F8,0x59A0;0x5A7F;0x6025;0x6CB5;0x6D0A;0x6E32;0x6EF2;0x7017;0x7184;0x728A;0x737C;0x764E,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x797F,common_mash_dispatcher_candidate,3.420,low,dispatcher_or_router,7,6,1,8,16,4,0,1,5,0,,0x30EB;0x30EC;0x36D4;0x36D5;0x36D6;0x36D7;0x36D8,0x5A7F;0x5AB5;0x5ABA;0x5ABF;0x79BB,common dispatcher candidate for MASH/address-loop
90CYE_DKS,90CYE04_19_DKS.PZU,0x7BC2,led_control_candidate,3.400,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3125;0x3126;0x315B;0x315C;0x3180;0x3707;0x3708,0x7C29;0x7C98;0x7C9E;0x7CAC;0x7CBC;0x7CD4;0x7CEC;0x7D00,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x6E32,led_control_candidate,3.300,low,dispatcher_or_router,15,14,1,9,7,5,1,7,10,2,,0x30E3;0x30E4;0x30EB;0x30ED;0x315D;0x317F;0x36F9,0x5A7F;0x5AB5;0x5ACD;0x65DD;0x6E70;0x6E90;0x7902;0x792E;0x797F,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,led_control_candidate,3.250,low,dispatcher_or_router,12,11,1,26,5,4,0,6,9,3,,0x30A2;0x30E5;0x30E7;0x30E8;0x30E9,0x5A7F;0x6EB8;0x6EC2;0x6ECE;0x6EE6;0x7316;0x7360;0x7366;0x7922;0x7D7A;0x7D85,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,packet_export_candidate,3.240,low,dispatcher_or_router,40,39,1,13,13,2,0,23,42,3,,0x30A0;0x30E2;0x30EE;0x3612;0x3613;0x361A;0x361B;0x361C;0x36F4,0x5EE3;0x5F35;0x5F4B;0x5F6B;0x5FA6;0x5FE0;0x5FE8;0x848E,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x6EF2,event_queue_candidate,3.200,low,dispatcher_or_router,21,20,1,13,18,4,0,11,12,2,,0x0001;0x316D;0x319F;0x31A0;0x31A1;0x31A2;0x31A3;0x31A4;0x31A5;0x31A7;0x36F6,0x597F;0x5A7F;0x6FB3;0x6FFC;0x7117;0x7D38;0x7D45;0x849E,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,event_queue_candidate,3.200,low,dispatcher_or_router,23,22,1,13,17,4,0,12,12,2,,0x0001;0x30E9;0x30F1;0x30F2;0x30F3;0x30F4;0x30F5;0x30F6;0x30F7;0x36F7,0x597F;0x5A7F;0x6FFC;0x70D8;0x7117;0x7D38;0x7D45;0x84A6,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x6025,packet_export_candidate,3.160,low,dispatcher_or_router,17,16,1,12,8,0,0,7,10,4,,0x30A9;0x30EE;0x710C,0x597F;0x5E50;0x5E57;0x5E78;0x5EA8;0x5EDC;0x5FE0;0x6050;0x6084;0x608B;0x712E;0x7136,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x7184,event_queue_candidate,3.050,low,dispatcher_or_router,18,17,1,16,3,1,0,10,17,2,0x01,0x30A1;0x30A2;0x30A4;0x30E7,0x5935;0x597F;0x5A7F;0x5A9C;0x6833;0x6CCD;0x7227;0x7268;0x78F1;0x7922;0x7D45,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x6EF2,led_control_candidate,3.000,low,dispatcher_or_router,21,20,1,13,18,4,0,11,12,2,,0x0001;0x316D;0x319F;0x31A0;0x31A1;0x31A2;0x31A3;0x31A4;0x31A5;0x31A7;0x36F6,0x597F;0x5A7F;0x6FB3;0x6FFC;0x7117;0x7D38;0x7D45;0x849E,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,led_control_candidate,3.000,low,dispatcher_or_router,23,22,1,13,17,4,0,12,12,2,,0x0001;0x30E9;0x30F1;0x30F2;0x30F3;0x30F4;0x30F5;0x30F6;0x30F7;0x36F7,0x597F;0x5A7F;0x6FFC;0x70D8;0x7117;0x7D38;0x7D45;0x84A6,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7681,led_control_candidate,3.000,low,dispatcher_or_router,13,12,1,4,9,4,0,8,8,2,0x01,0x0001;0x31BA;0x31BB;0x31BC;0x31BD;0x36F2;0x36F3,0x5A7F;0x76C4,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7BC2,event_queue_candidate,3.000,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3125;0x3126;0x315B;0x315C;0x3180;0x3707;0x3708,0x7C29;0x7C98;0x7C9E;0x7CAC;0x7CBC;0x7CD4;0x7CEC;0x7D00,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x6E32,event_queue_candidate,2.950,low,dispatcher_or_router,15,14,1,9,7,5,1,7,10,2,,0x30E3;0x30E4;0x30EB;0x30ED;0x315D;0x317F;0x36F9,0x5A7F;0x5AB5;0x5ACD;0x65DD;0x6E70;0x6E90;0x7902;0x792E;0x797F,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,event_queue_candidate,2.900,low,dispatcher_or_router,40,39,1,13,13,2,0,23,42,3,,0x30A0;0x30E2;0x30EE;0x3612;0x3613;0x361A;0x361B;0x361C;0x36F4,0x5EE3;0x5F35;0x5F4B;0x5F6B;0x5FA6;0x5FE0;0x5FE8;0x848E,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x673C,event_queue_candidate,2.700,low,dispatcher_or_router,12,11,1,11,8,2,0,5,13,2,,0x30A3;0x30A6;0x30EE;0x3121;0x315B;0x3612;0x36ED;0x36FB,0x5A7F;0x5AA3;0x5D2E;0x5DB8;0x6CCD;0x78D8;0x795A;0x848E,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x797F,event_queue_candidate,2.700,low,dispatcher_or_router,7,6,1,8,16,4,0,1,5,0,,0x30EB;0x30EC;0x36D4;0x36D5;0x36D6;0x36D7;0x36D8,0x5A7F;0x5AB5;0x5ABA;0x5ABF;0x79BB,event-queue candidate based on call density + state writes
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,led_control_candidate,2.650,low,dispatcher_or_router,40,39,1,13,13,2,0,23,42,3,,0x30A0;0x30E2;0x30EE;0x3612;0x3613;0x361A;0x361B;0x361C;0x36F4,0x5EE3;0x5F35;0x5F4B;0x5F6B;0x5FA6;0x5FE0;0x5FE8;0x848E,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x5FE8,alarm_fault_status_candidate,2.570,low,state_update_worker,9,8,1,1,2,3,0,4,5,0,,0x30A0;0x30A9;0x3612;0x3613,0x6002,state/fault candidate: XDATA writes + conditional updates
90CYE_DKS,90CYE04_19_DKS.PZU,0x613C,isolator_status_candidate,2.450,low,state_update_worker,3,2,1,0,39,16,3,1,1,1,,0x3078;0x30A6;0x30A7;0x30E4;0x30EA;0x30EB;0x30FB;0x3121;0x3122;0x3125;0x315B;0x315D,,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
90CYE_DKS,90CYE04_19_DKS.PZU,0x7D85,packet_export_candidate,2.440,low,state_update_worker,8,7,2,3,36,5,1,3,15,0,,0x0001;0x30EA;0x3125;0x3127;0x319E;0x3608;0x360B;0x360C;0x360D;0x36D3;0x7100;0x710C,0x7121;0x7D9B,packet export integration via global packet pipeline overlap
90CYE_DKS,90CYE04_19_DKS.PZU,0x673C,led_control_candidate,2.400,low,dispatcher_or_router,12,11,1,11,8,2,0,5,13,2,,0x30A3;0x30A6;0x30EE;0x3121;0x315B;0x3612;0x36ED;0x36FB,0x5A7F;0x5AA3;0x5D2E;0x5DB8;0x6CCD;0x78D8;0x795A;0x848E,bit operations with XDATA writes (LED/control hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,0x7681,event_queue_candidate,2.300,low,dispatcher_or_router,13,12,1,4,9,4,0,8,8,2,0x01,0x0001;0x31BA;0x31BB;0x31BC;0x31BD;0x36F2;0x36F3,0x5A7F;0x76C4,event-queue candidate based on call density + state writes
